 Time,10 g X,Temperature,Sound,Light,Pressure,Humidity,Comment
  min:s,g, C, dBA, lx, kPa, %RH,
06:30,0,24.60355,55.91916,62.33351,96.874,27.47005,
06:40,0,24.91124,40.44288,62.33351,96.89,27.4548,
06:40,0.008025683,25.19527,69.10721,62.33351,96.884,27.4548,
06:40,0,25.50296,59.33919,61.80075,96.882,27.44717,
06:40,0.008025683,25.78698,72.15817,61.80075,96.92,27.43954,
06:40,0,26.04545,50.87522,62.33351,96.878,27.43191,
06:40,0,26.31818,40,62.33351,96.914,27.42428,
06:40,0,26.56818,41.89455,62.33351,96.892,27.42428,
06:40,0,26.79545,43.96133,61.80075,96.872,27.41665,
06:40,0,27.02273,40,61.26798,96.892,27.41665,
06:40,0,27.25,54.63972,61.80075,96.878,27.40902,
06:50,0.008025683,27.45455,40,61.80075,96.902,27.40902,
06:50,0.01605137,27.65909,69.69772,61.80075,96.878,27.40902,
06:50,0.008025683,27.86364,43.34622,61.26798,96.906,27.39376,
06:50,0.008025683,28.04545,54.29525,61.80075,96.896,27.40139,
06:50,-0.01605137,28.22727,76.95606,61.80075,96.9,27.39376,
06:50,0.008025683,28.40909,50.7768,61.80075,96.902,27.3785,
06:50,-0.008025683,28.56818,45.21617,61.80075,96.886,27.3785,
06:50,0,28.72727,71.12478,61.80075,96.866,27.37087,
06:50,0,28.88636,65.44112,61.26798,96.878,27.37087,
06:50,0,29.02273,72.52724,61.26798,96.858,27.36324,
07:00,0,29.18182,73.88049,60.73521,96.914,27.35561,
07:00,0.01605137,29.29545,40,60.73521,96.894,27.35561,
07:00,0,29.43182,79.90862,60.20245,96.882,27.34798,
07:00,-0.008025683,29.56818,71.34622,60.20245,96.9,27.35561,
07:00,0.01605137,29.68182,40,60.73521,96.894,27.34035,
07:00,-0.008025683,29.79545,42.38664,61.26798,96.894,27.33272,
07:00,-0.01605137,29.90909,40,61.26798,96.898,27.32509,
07:00,0.008025683,30.02247,40,61.26798,96.902,27.34035,
07:00,0.008025683,30.11236,60.84007,60.73521,96.868,27.32509,
07:00,-0.008025683,30.22472,40,60.73521,96.902,27.32509,
07:10,0,30.31461,77.6942,60.73521,96.89,27.31746,
07:10,0,30.4045,40,61.26798,96.894,27.30983,
07:10,0,30.49438,71.59227,62.33351,96.904,27.30983,
07:10,-0.008025683,30.5618,40,62.33351,96.908,27.29457,
07:10,0,30.65169,57.7645,61.26798,96.908,27.3022,
07:10,-0.008025683,30.7191,49.7188,60.73521,96.888,27.29457,
07:10,-0.008025683,30.80899,67.33568,60.73521,96.888,27.29457,
07:10,0,30.8764,40,60.73521,96.862,27.28695,
07:10,0.008025683,30.94382,66.05624,61.80075,96.886,27.27932,
07:10,-0.008025683,31.01124,61.72583,61.26798,96.882,27.28695,
07:20,0.008025683,31.07865,40,61.26798,96.888,27.27169,
07:20,0,31.14607,69.40246,61.80075,96.886,27.27932,
07:20,0,31.21348,61.45518,61.26798,96.91,27.27169,
07:20,-0.008025683,31.25843,69.27943,61.26798,96.87,27.27169,
07:20,-0.008025683,31.32584,52.81898,61.80075,96.892,27.26406,
07:20,0.008025683,31.37079,69.96837,62.86628,96.884,27.26406,
07:20,0,31.4382,74.49561,63.9318,96.896,27.25643,
07:20,0.008025683,31.48315,59.83128,57.53862,96.908,27.25643,
07:20,-0.008025683,31.55056,40,48.48162,96.854,27.25643,
07:20,0.008025683,31.5955,72.8471,47.41609,96.884,27.2488,
07:30,0.008025683,31.64045,51.58875,21.3106,96.884,27.25643,
07:30,-0.008025683,31.68539,84.82953,3.729355,96.902,27.27932,
07:30,-0.008025683,31.73034,40,1.06553,96.876,27.29457,
07:30,0,31.77528,77.49736,1.598295,96.886,27.31746,
07:30,0.008025683,31.82022,76.73462,1.06553,96.878,27.33272,
07:30,0,31.8427,62.36555,1.06553,96.868,27.36324,
07:30,-0.008025683,31.88764,56.60809,1.06553,96.904,27.38613,
07:30,0,31.93258,48.21793,1.06553,96.86,27.40902,
07:30,-0.008025683,31.97753,40,1.06553,96.88,27.43954,
07:30,-0.008025683,32.02247,52.20387,1.06553,96.916,27.46243,
07:40,0.008025683,32.04494,69.89455,1.06553,96.868,27.48531,
07:40,-0.008025683,32.08989,72.74868,1.06553,96.906,27.51583,
07:40,-0.008025683,32.11236,56.31283,41.02291,96.884,27.53872,
07:40,0,32.1573,47.5536,73.52158,96.88,27.5845,
07:40,0.008025683,32.17978,72.01054,104.9547,96.862,27.63027,
07:40,0,32.22472,40,107.6185,96.888,27.69131,
07:40,0,32.24719,40,102.8237,96.882,27.7676,
07:40,0,32.26966,40.56591,102.2909,96.906,27.83627,
07:40,-0.008025683,32.31461,49.37434,104.422,96.902,27.90494,
07:40,-0.008025683,32.33708,48.80844,102.2909,96.896,27.95834,
07:50,0,32.35955,61.70123,102.2909,96.878,28.01175,
07:50,-0.008025683,32.4045,70.43585,100.6926,96.882,28.04227,
07:50,-0.008025683,32.42697,68.76274,98.56153,96.908,28.08042,
07:50,0,32.44944,70.55888,97.496,96.878,28.12619,
07:50,0,32.47191,43.98594,99.0943,96.882,28.14908,
07:50,-0.008025683,32.49438,77.00527,100.6926,96.904,28.18723,
07:50,0.01605137,32.51685,58.60106,101.2254,96.914,28.21775,
07:50,-0.008025683,32.53933,40,101.2254,96.892,28.24826,
07:50,0,32.58427,81.01582,101.2254,96.858,28.27115,
07:50,-0.008025683,32.60674,40,99.0943,96.872,28.30167,
08:00,0,32.62922,73.11775,99.62707,96.914,28.31693,
08:00,0.008025683,32.65168,71.54306,98.02877,96.896,28.34745,
08:00,0,32.67416,50.2355,96.96324,96.908,28.37034,
08:00,0,32.69663,67.63093,97.496,96.896,28.39322,
08:00,0,32.7191,45.88049,96.43047,96.886,28.40848,
08:00,0,32.74157,40,93.23389,96.87,28.43137,
08:00,0.008025683,32.74157,68.46748,94.29942,96.878,28.44663,
08:00,0.01605137,32.78652,62.41476,72.45605,96.89,28.45426,
08:00,0,32.78652,77.62038,64.46457,96.88,28.49241,
08:00,0,32.80899,74.37258,60.20245,96.886,28.50767,
08:10,0,32.83146,58.77328,59.13692,96.884,28.52293,
08:10,-0.008025683,32.85393,43.2232,60.20245,96.912,28.52293,
08:10,0,32.8764,65.98242,59.66969,96.9,28.52293,
08:10,-0.008025683,32.89888,40,59.66969,96.92,28.52293,
08:10,0.01605137,32.89888,40,59.66969,96.908,28.5153,
08:10,0.008025683,32.92135,70.95255,59.66969,96.904,28.50004,
08:10,0,32.94382,40,59.66969,96.898,28.48478,
08:10,0.008025683,32.96629,70.75571,59.66969,96.9,28.48478,
08:10,0.01605137,32.96629,40,59.66969,96.908,28.46189,
08:10,0,32.98877,70.38664,59.66969,96.864,28.45426,
08:20,-0.008025683,33.01123,40.14763,59.66969,96.878,28.43137,
08:20,0.008025683,33.03371,40,59.13692,96.886,28.41611,
08:20,0,33.03371,40,59.13692,96.908,28.40085,
08:20,0,33.05618,40,59.66969,96.91,28.37797,
08:20,0,33.07865,52.10545,59.66969,96.886,28.37034,
08:20,0,33.10112,40,59.66969,96.898,28.34745,
08:20,0,33.05618,56.28822,59.66969,96.862,28.32456,
08:20,0,33.1236,40,59.66969,96.9,28.3093,
08:20,0.008025683,33.25843,56.63269,59.66969,96.884,28.29404,
08:20,0.008025683,33.4382,65.71178,59.13692,96.894,28.28641,
08:30,0,33.5955,53.43409,59.13692,96.908,28.25589,
08:30,-0.008025683,33.75281,40,59.13692,96.88,28.26352,
08:30,0,33.95506,76.48858,59.13692,96.878,28.22538,
08:30,0,34.11236,68.81195,59.13692,96.912,28.21775,
08:30,-0.008025683,34.29213,53.01582,59.13692,96.906,28.20249,
08:30,0,34.44944,40,59.13692,96.884,28.1796,
08:30,-0.008025683,34.58427,67.26186,59.13692,96.916,28.16434,
08:30,0,34.74157,40,59.13692,96.9,28.14145,
08:30,-0.008025683,34.83146,77.76801,58.60416,96.878,28.12619,
08:30,-0.008025683,34.94382,40,58.60416,96.886,28.12619,
08:40,0.008025683,35.07865,75.43058,59.13692,96.884,28.09567,
08:40,0.008025683,35.14607,68.24605,59.13692,96.932,28.09567,
08:40,0,35.23595,75.529,58.60416,96.876,28.08042,
08:40,0,35.32584,76.98067,58.60416,96.896,28.07279,
08:40,0,35.37078,44.35501,58.60416,96.908,28.0499,
08:40,-0.008025683,35.4382,63.7188,58.60416,96.886,28.03464,
08:40,0.008025683,35.50562,63.10369,58.07139,96.912,28.02701,
08:40,-0.008025683,35.55056,49.76801,58.07139,96.896,28.01938,
08:40,-0.008025683,35.5955,46.37259,58.60416,96.866,28.00412,
08:40,-0.008025683,35.64045,40,58.60416,96.88,27.99649,
08:50,0,35.68539,53.75396,58.60416,96.894,27.98123,
08:50,-0.008025683,35.70787,52.94201,58.60416,96.884,27.9736,
08:50,0.008025683,35.75281,60.39719,58.60416,96.882,27.95071,
08:50,0,35.77528,40,58.60416,96.882,27.95071,
08:50,0,35.82022,40,58.60416,96.904,27.92782,
08:50,0.008025683,35.82022,67.9754,58.60416,96.888,27.92019,
08:50,-0.008025683,35.8427,70.23901,58.60416,96.922,27.92019,
08:50,0,35.88764,57.39543,58.60416,96.882,27.91257,
08:50,0,35.88764,40,58.60416,96.874,27.91257,
08:50,0,35.93258,72.10896,58.60416,96.9,27.88968,
09:00,-0.01605137,35.93258,73.14236,58.60416,96.918,27.88968,
09:00,0.008025683,35.95506,71.39543,58.60416,96.91,27.88968,
09:00,0.008025683,35.97753,50.50615,58.60416,96.874,27.88205,
09:00,0,35.95506,71.7645,59.13692,96.896,27.87442,
09:00,-0.008025683,35.97753,61.50439,58.60416,96.91,27.86679,
09:00,0,36,54.78735,58.60416,96.87,27.85916,
09:00,0,36.02247,63.47276,58.60416,96.9,27.85916,
09:00,0,36.02247,56.6819,58.60416,96.904,27.8439,
09:00,0,36.04494,68.78735,58.60416,96.88,27.83627,
09:00,0,36.06742,49.42355,58.60416,96.906,27.82101,
09:10,0,36.04494,64.62917,58.60416,96.916,27.81338,
09:10,0,36.06742,69.5993,58.60416,96.874,27.79049,
09:10,0.008025683,36.08989,40,58.60416,96.884,27.79049,
09:10,0,36.08989,55.89455,58.60416,96.89,27.77523,
09:10,-0.008025683,36.08989,65.49033,58.60416,96.918,27.75998,
09:10,-0.008025683,36.11236,59.70826,58.60416,96.878,27.73709,
09:10,-0.008025683,36.08989,63.20211,58.60416,96.894,27.73709,
09:10,0.008025683,36.11236,56.6819,58.60416,96.892,27.7142,
09:10,0,36.13483,69.03339,58.60416,96.906,27.72183,
09:10,-0.008025683,36.13483,78.94904,58.60416,96.864,27.69131,
09:20,-0.008025683,36.1573,66.49912,58.60416,96.878,27.69131,
09:20,0,36.13483,42.50967,58.60416,96.884,27.68368,
09:20,-0.008025683,36.1573,41.77153,58.60416,96.892,27.66079,
09:20,0,36.17978,40,58.60416,96.926,27.66079,
09:20,-0.008025683,36.1573,43.12478,58.60416,96.892,27.65316,
09:20,0.008025683,36.1573,53.82777,58.60416,96.894,27.6379,
09:20,-0.01605137,36.17978,78.55536,59.13692,96.908,27.6379,
09:20,0,36.20225,51.2935,59.13692,96.892,27.62264,
09:20,0.01605137,36.20225,71.37083,59.13692,96.924,27.61502,
09:20,-0.008025683,36.17978,68.41827,59.13692,96.896,27.61502,
09:30,-0.008025683,36.20225,40,59.13692,96.9,27.60739,
09:30,0.01605137,36.22472,57.91212,59.13692,96.898,27.59213,
09:30,0,36.20225,40,59.13692,96.914,27.59213,
09:30,0.008025683,36.22472,40.49209,59.13692,96.894,27.57687,
09:30,0,36.22472,72.3058,59.13692,96.93,27.5845,
09:30,0,36.24719,40,59.13692,96.882,27.56161,
09:30,0,36.24719,70.58348,14.91742,96.886,27.56924,
09:30,0.008025683,36.24719,74.39719,2.663825,96.908,27.57687,
09:30,-0.008025683,36.24719,78.7522,1.06553,96.87,27.57687,
09:30,0,36.26966,72.20738,38.35909,96.894,27.57687,
09:40,-0.008025683,36.24719,57.17399,55.94033,96.886,27.5845,
09:40,0,36.11236,48.75923,58.07139,96.9,27.57687,
09:40,0.008025683,35.91011,59.33919,58.07139,96.878,27.55398,
09:40,0,35.68539,75.50439,70.85775,96.868,27.55398,
09:40,0,35.5955,56.60809,58.07139,96.882,27.59213,
09:40,0.01605137,35.50562,65.19508,19.17954,96.89,30.95674,
09:40,0.008025683,35.48315,95.53252,10.12254,96.866,38.61677,
09:40,0.008025683,35.46067,92.03867,6.925946,96.896,49.65667,
09:40,-0.01605137,35.46067,61.92267,39.95738,96.924,57.30907,
09:40,0,35.46067,66.03163,98.02877,96.876,60.46006,
09:50,0,35.46067,67.28647,99.0943,96.906,61.14672,
09:50,-0.008025683,35.46067,59.75747,96.96324,96.946,61.19249,
09:50,-0.008025683,35.46067,54.17223,96.43047,96.906,60.7042,
09:50,-0.008025683,35.48315,80.4007,96.43047,96.918,59.88022,
09:50,-0.008025683,35.50562,60.88928,95.89771,96.88,58.93416,
09:50,-0.008025683,35.50562,40,96.43047,96.898,57.94995,
09:50,0,35.50562,66.10545,96.96324,96.882,56.981,
09:50,-0.008025683,35.50562,62.93146,101.7581,96.888,56.05783,
09:50,0,35.52809,71.00175,102.2909,96.896,55.17281,
09:50,0,35.52809,73.73286,99.62707,96.89,54.3183,
10:00,0,35.55056,53.9754,101.7581,96.9,53.47143,
10:00,-0.008025683,35.55056,63.64499,100.6926,96.906,52.69322,
10:00,-0.008025683,35.55056,48.90685,98.56153,96.918,51.95316,
10:00,0,35.57303,40,98.02877,96.862,51.22072,
10:00,0,35.57303,74.93849,96.96324,96.922,50.55695,
10:00,0,35.57303,73.01933,93.23389,96.892,49.90845,
10:00,0,35.57303,74.32337,94.83218,96.904,49.30571,
10:00,0,35.5955,75.67663,94.29942,96.908,48.71824,
10:00,-0.008025683,35.5955,77.91564,78.31646,96.898,48.16129,
10:00,-0.35313,35.5955,75.47979,62.33351,96.898,47.65011,
10:10,-0.1203852,35.61798,61.18454,45.81779,96.878,47.18471,
10:10,-0.6420546,35.5955,73.06854,76.1854,96.904,46.7956,
10:10,-0.5778491,35.61798,66.44991,77.7837,96.918,46.45991,
10:10,-1.388443,35.61798,61.94728,70.85775,96.914,46.13947,
10:10,0.4012841,35.64045,78.26011,76.71817,96.9,45.84954,
10:10,-5.802568,35.64045,54.78735,72.45605,96.89,45.57488,
10:10,-1.452649,35.64045,82.73814,77.25093,96.882,45.33074,
10:10,-1.629213,35.64045,48.51318,74.5871,96.886,45.13237,
10:10,-0.4333868,35.66292,78.80141,67.1284,96.91,44.96452,
10:10,0,35.66292,55.15641,55.94033,96.876,44.81193,
10:20,0.008025683,35.66292,41.5993,57.53862,96.896,44.65934,
10:20,0.01605137,35.66292,61.77504,57.00586,96.924,44.46861,
10:20,0.008025683,35.66292,40.22144,57.53862,96.92,44.25498,
10:20,0,35.66292,63.07909,58.07139,96.88,44.07187,
10:20,0,35.68539,40,58.07139,96.908,43.91928,

