 Time,10 g X,Temperature,Sound,Light,Pressure,Humidity,Comment
  min:s,g, C, dBA, lx, kPa, %RH,
01:50,-0.200642,19.31677,66.81898,47.41609,96.912,29.39269,
01:50,-0.200642,19.29193,73.28999,47.41609,96.924,29.37743,
01:50,-0.200642,19.26708,69.42706,47.41609,96.912,29.34691,
01:50,-0.2086677,19.24224,72.13357,46.88332,96.898,29.33928,
01:50,-0.200642,19.24224,59.41301,46.35056,96.928,29.3164,
01:50,-0.200642,19.21739,45.83128,46.88332,96.922,29.30114,
02:00,-0.1926164,19.19255,67.75395,46.88332,96.908,29.29351,
02:01,-0.2166934,19.1677,63.79262,46.88332,96.886,29.27825,
02:02,-0.2086677,19.14286,58.42882,46.88332,96.922,29.24773,
02:03,-0.2086677,19.14286,41.40246,46.88332,96.892,29.23247,
02:04,-0.2166934,19.11801,69.50088,46.35056,96.892,29.22484,
02:05,-0.2086677,19.09317,40,46.88332,96.926,29.20958,
02:06,-0.2086677,19.06832,80.64675,46.88332,96.914,29.17906,
02:07,-0.2086677,19.04348,76.41476,46.88332,96.922,29.16381,
02:08,-0.2086677,19.04348,49.91564,44.2195,96.938,29.11803,
02:09,-0.2086677,19.01863,40,27.70378,96.9,29.05699,
02:10,-0.2166934,18.99379,66.44991,25.57272,96.912,29.01884,
02:11,-0.2086677,18.96894,40,14.91742,96.894,28.95781,
02:12,-0.2086677,18.9441,62.41476,2.663825,96.89,28.92729,
02:13,-0.2086677,18.9441,73.413,1.06553,96.9,28.91203,
02:14,-0.200642,18.89441,41.27944,2.663825,96.892,28.89677,
02:15,-0.2086677,18.86957,61.70123,4.26212,96.906,28.89677,
02:16,-0.2166934,18.84472,40,4.26212,96.916,28.88914,
02:17,-0.200642,18.81988,49.79262,4.794886,96.912,28.88151,
02:18,-0.2086677,18.79503,62.39016,9.589771,96.92,28.88914,
02:19,-0.2086677,18.77019,45.01933,20.77784,96.902,28.87388,
02:20,-0.200642,18.74534,66.17926,14.38466,96.908,28.88151,
02:21,-0.2166934,18.69565,46.79086,2.13106,96.914,28.88914,
02:22,-0.2407705,18.67081,47.77504,0.532765,96.91,28.88914,
02:23,-0.2327448,18.64596,64.03867,0.532765,96.904,28.88914,
02:24,-0.2327448,18.62112,40,0.532765,96.892,28.88914,
02:25,-0.2086677,18.59627,76.14411,0.532765,96.896,28.89677,
02:26,-0.2086677,18.54658,54.91037,0.532765,96.906,28.9044,
02:27,-0.1926164,18.52174,76.51318,0.532765,96.882,28.89677,
02:28,-0.2086677,18.49689,40,0.532765,96.91,28.91203,
02:29,-0.2086677,18.47205,65.93322,0.532765,96.882,28.91966,
02:30,-0.2086677,18.42236,58.50264,0.532765,96.914,28.93492,
02:31,-0.3852327,18.39752,65.02285,43.15397,96.904,28.95018,
02:32,-0.2808989,18.37267,80.86819,36.22802,96.908,28.94255,
02:33,-0.1605136,18.32298,74.4464,87.37347,96.948,28.99596,
02:34,0,18.29814,70.43585,75.65263,96.918,29.04936,
02:35,0,18.27329,40,93.76665,96.908,29.14092,
02:36,0.02407705,18.2236,77.86643,96.96324,96.924,29.2401,
02:37,0.01605137,18.19876,60.91388,96.96324,96.896,29.32403,
02:38,0.008025683,18.17391,64.13708,97.496,96.91,29.41558,
02:39,0.02407705,18.12422,40,108.1513,96.914,29.46899,
02:40,0.01605137,18.09938,51.26889,110.2824,96.892,29.54528,
02:41,0.008025683,18.04969,43.44464,116.6755,96.856,29.60632,
02:42,0.008025683,18.02485,68.09842,120.4049,96.916,29.65209,
02:43,0.01605137,18,66.42531,121.4704,96.93,29.69787,
02:44,0.01605137,17.94667,76.46397,119.3394,96.916,29.75128,
